Year,Laureate_Id,Firstname,Lastname,Category,Prize_Share,Motivation,Gender,Birth_Date,Birth_Country,Birth_City,Death_Date,Death_Country,Death_City,Birth_Country_Code,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
1924,315,Willem,Einthoven,medicine,1,"""for his discovery of the mechanism of the electrocardiogram""",male,1860-05-21,Java Dutch East Indies (now Indonesia),Semarang,29/09/1927,the Netherlands,Leiden,ID,NL,Leiden University,Leiden,the Netherlands
1924,29,Manne,Siegbahn,physics,1,"""for his discoveries and research in the field of X-ray spectroscopy""",male,1886-12-03,Sweden,Örebro,26/09/1978,Sweden,Stockholm,SE,SE,Uppsala University,Uppsala,Sweden
1925,30,James,Franck,physics,2,"""for their discovery of the laws governing the impact of an electron upon an atom""",male,1882-08-26,Germany,Hamburg,21/05/1964,West Germany (now Germany),Göttingen,DE,DE,Goettingen University,Göttingen,Germany
1925,31,Gustav,Hertz,physics,2,"""for their discovery of the laws governing the impact of an electron upon an atom""",male,1887-07-22,Germany,Hamburg,30/10/1975,East Germany (now Germany),Berlin,DE,DE,Halle University,Halle,Germany
1925,488,Sir Austen,Chamberlain,peace,2,"""for his crucial role in bringing about the Locarno Treaty""",male,1863-10-16,United Kingdom,Birmingham,16/03/1937,United Kingdom,London,GB,GB,,,
1925,489,Charles G.,Dawes,peace,2,"""for his crucial role in bringing about the Dawes Plan""",male,1865-08-27,USA,Marietta OH,23/04/1951,USA,Evanston IL,US,US,,,
1925,182,Richard,Zsigmondy,chemistry,1,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used which have since become fundamental in modern colloid chemistry""",male,1865-04-01,Austrian Empire (now Austria),Vienna,24/09/1929,Germany,Göttingen,AT,DE,Goettingen University,Göttingen,Germany
1925,596,George Bernard,Shaw,literature,1,"""for his work which is marked by both idealism and humanity its stimulating satire often being infused with a singular poetic beauty""",male,1856-07-26,Ireland,Dublin,02/11/1950,United Kingdom,Ayot St. Lawrence,IE,GB,,,
1926,491,Gustav,Stresemann,peace,2,"""for their crucial role in bringing about the Locarno Treaty""",male,1878-05-10,Germany,Berlin,03/10/1929,Germany,Berlin,DE,DE,,,
1926,490,Aristide,Briand,peace,2,"""for their crucial role in bringing about the Locarno Treaty""",male,1862-03-28,France,Nantes,07/03/1932,France,Paris,FR,FR,,,
1926,597,Grazia,Deledda,literature,1,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",female,1871-09-27,Italy,Nuoro Sardinia,15/08/1936,Italy,Rome,IT,IT,,,
1926,316,Johannes,Fibiger,medicine,1,"""for his discovery of the Spiroptera carcinoma""",male,1867-04-23,Denmark,Silkeborg,30/01/1928,Denmark,Copenhagen,DK,DK,Copenhagen University,Copenhagen,Denmark
1926,32,Jean Baptiste,Perrin,physics,1,"""for his work on the discontinuous structure of matter and especially for his discovery of sedimentation equilibrium""",male,1870-09-30,France,Lille,17/04/1942,USA,New York NY,FR,US,Sorbonne University,Paris,France
1926,183,The,Svedberg,chemistry,1,"""for his work on disperse systems""",male,1884-08-30,Sweden,Fleräng,25/02/1971,Sweden,Örebro,SE,SE,Uppsala University,Uppsala,Sweden
1927,600,Henri,Bergson,literature,1,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",male,1859-10-18,France,Paris,04/01/1941,France,Paris,FR,FR,,,
1927,493,Ludwig,Quidde,peace,2,"""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""",male,1858-03-23,Germany,Bremen,04/03/1941,Switzerland,Geneva,DE,CH,,,
1927,33,Arthur H.,Compton,physics,2,"""for his discovery of the effect named after him""",male,1892-09-10,USA,Wooster OH,15/03/1962,USA,Berkeley CA,US,US,University of Chicago,Chicago IL,USA
1927,34,C.T.R.,Wilson,physics,2,"""for his method of making the paths of electrically charged particles visible by condensation of vapour""",male,1869-02-14,Scotland,Glencorse,15/11/1959,Scotland,Carlops,GB,GB,University of Cambridge,Cambridge,United Kingdom
1927,317,Julius,Wagner-Jauregg,medicine,1,"""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",male,1857-03-07,Austria,Wels,27/09/1940,Austria,Vienna,AT,AT,Vienna University,Vienna,Austria
1927,184,Heinrich,Wieland,chemistry,1,"""for his investigations of the constitution of the bile acids and related substances""",male,1877-06-04,Germany,Pforzheim,05/08/1957,West Germany (now Germany),Munich,DE,DE,Munich University,Munich,Germany
1927,492,Ferdinand,Buisson,peace,2,"""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""",male,1841-12-20,France,Paris,16/02/1932,France,Thieuloy-Saint-Antoine,FR,FR,,,
1928,318,Charles,Nicolle,medicine,1,"""for his work on typhus""",male,1866-09-21,France,Rouen,28/02/1936,Tunisia,Tunis,FR,TN,Institut Pasteur,Tunis,Tunisia
1928,185,Adolf,Windaus,chemistry,1,"""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins""",male,1876-12-25,Germany,Berlin,09/06/1959,West Germany (now Germany),Göttingen,DE,DE,Goettingen University,Göttingen,Germany
1928,35,Owen Willans,Richardson,physics,1,"""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""",male,1879-04-26,United Kingdom,Dewsbury,15/02/1959,United Kingdom,Alton,GB,GB,London University,London,United Kingdom
1928,601,Sigrid,Undset,literature,1,"""principally for her powerful descriptions of Northern life during the Middle Ages""",female,1882-05-20,Denmark,Kalundborg,10/06/1949,Norway,Lillehammer,DK,NO,,,
1929,186,Arthur,Harden,chemistry,2,"""for their investigations on the fermentation of sugar and fermentative enzymes""",male,1865-10-12,United Kingdom,Manchester,17/06/1940,United Kingdom,Bourne,GB,GB,London University,London,United Kingdom
1929,187,Hans,von Euler-Chelpin,chemistry,2,"""for their investigations on the fermentation of sugar and fermentative enzymes""",male,1873-02-15,Germany,Augsburg,06/11/1964,Sweden,Stockholm,DE,SE,Stockholm University,Stockholm,Sweden
1929,319,Christiaan,Eijkman,medicine,2,"""for his discovery of the antineuritic vitamin""",male,1858-08-11,the Netherlands,Nijkerk,05/11/1930,the Netherlands,Utrecht,NL,NL,Utrecht University,Utrecht,the Netherlands
1929,36,Louis,de Broglie,physics,1,"""for his discovery of the wave nature of electrons""",male,1892-08-15,France,Dieppe,19/03/1987,France,Paris,FR,FR,Sorbonne University Institut Henri Poincaré,Paris,France
1929,602,Thomas,Mann,literature,1,"""principally for his great novel <I>Buddenbrooks</I> which has won steadily increased recognition as one of the classic works of contemporary literature""",male,1875-06-06,Germany,Lübeck,12/08/1955,Switzerland,Zurich,DE,CH,,,
1929,320,Sir Frederick,Hopkins,medicine,2,"""for his discovery of the growth-stimulating vitamins""",male,1861-06-20,United Kingdom,Eastbourne,16/05/1947,United Kingdom,Cambridge,GB,GB,University of Cambridge,Cambridge,United Kingdom
1929,494,Frank B.,Kellogg,peace,1,"""for his crucial role in bringing about the Briand-Kellogg Pact""",male,1856-12-22,USA,Potsdam NY,21/12/1937,USA,St. Paul MN,US,US,,,
1930,603,Sinclair,Lewis,literature,1,"""for his vigorous and graphic art of description and his ability to create with wit and humour new types of characters""",male,1885-02-07,USA,Sauk Centre MN,10/01/1951,Italy,Rome,US,IT,,,
1930,321,Karl,Landsteiner,medicine,1,"""for his discovery of human blood groups""",male,1868-06-14,Austrian Empire (now Austria),Vienna,26/06/1943,USA,New York NY,AT,US,Rockefeller Institute for Medical Research,New York NY,USA
1930,188,Hans,Fischer,chemistry,1,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",male,1881-07-27,Germany,Hoechst,31/03/1945,Germany,Munich,DE,DE,Technische Hochschule (Institute of Technology),Munich,Germany
1930,495,Nathan,Söderblom,peace,1,"""for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality'""",male,1866-01-15,Sweden,Trönö,12/07/1931,Sweden,Uppsala,SE,SE,,,
1930,37,Sir Chandrasekhara Venkata,Raman,physics,1,"""for his work on the scattering of light and for the discovery of the effect named after him""",male,1888-11-07,India,Tiruchirappalli,21/11/1970,India,Bangalore,IN,IN,Calcutta University,Calcutta,India
1931,322,Otto,Warburg,medicine,1,"""for his discovery of the nature and mode of action of the respiratory enzyme""",male,1883-10-08,Germany,Freiburg im Breisgau,01/08/1970,West Germany (now Germany),West Berlin,DE,DE,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie,Berlin-Dahlem,Germany
1931,189,Carl,Bosch,chemistry,2,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",male,1874-08-27,Germany,Cologne,26/04/1940,Germany,Heidelberg,DE,DE,University of Heidelberg,Heidelberg,Germany
1931,190,Friedrich,Bergius,chemistry,2,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",male,1884-10-11,Germany (now Poland),Goldschmieden near Breslau,30/03/1949,Argentina,Buenos Aires,PL,AR,University of Heidelberg,Heidelberg,Germany
1931,604,Erik Axel,Karlfeldt,literature,1,"""The poetry of Erik Axel Karlfeldt""",male,1864-07-20,Sweden,Karlbo,08/04/1931,Sweden,Stockholm,SE,SE,,,
1931,496,Jane,Addams,peace,2,"""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""",female,1860-09-06,USA,Cedarville IL,21/05/1935,USA,Chicago IL,US,US,,,
1931,497,Nicholas Murray,Butler,peace,2,"""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""",male,1862-04-02,USA,Elizabeth NJ,07/12/1947,USA,New York NY,US,US,Columbia University,New York NY,USA
1932,324,Edgar,Adrian,medicine,2,"""for their discoveries regarding the functions of neurons""",male,1889-11-30,United Kingdom,London,08/08/1977,United Kingdom,Cambridge,GB,GB,University of Cambridge,Cambridge,United Kingdom
1932,323,Sir Charles,Sherrington,medicine,2,"""for their discoveries regarding the functions of neurons""",male,1857-11-27,United Kingdom,London,04/03/1952,United Kingdom,Eastbourne,GB,GB,University of Oxford,Oxford,United Kingdom
1932,38,Werner,Heisenberg,physics,1,"""for the creation of quantum mechanics the application of which has inter alia led to the discovery of the allotropic forms of hydrogen""",male,05/12/1901,Germany,Würzburg,01/02/1976,West Germany (now Germany),Munich,DE,DE,Leipzig University,Leipzig,Germany
1932,605,John,Galsworthy,literature,1,"""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""",male,1867-08-14,United Kingdom,Kingston Hill,31/01/1933,United Kingdom,London,GB,GB,,,
1932,191,Irving,Langmuir,chemistry,1,"""for his discoveries and investigations in surface chemistry""",male,1881-01-31,USA,Brooklyn NY,16/08/1957,USA,Falmouth MA,US,US,General Electric Company,Schenectady NY,USA
1933,40,Paul A.M.,Dirac,physics,2,"""for the discovery of new productive forms of atomic theory""",male,08/08/1902,United Kingdom,Bristol,20/10/1984,USA,Tallahassee FL,GB,US,University of Cambridge,Cambridge,United Kingdom
1933,39,Erwin,Schrödinger,physics,2,"""for the discovery of new productive forms of atomic theory""",male,1887-08-12,Austria,Vienna,04/01/1961,Austria,Vienna,AT,AT,Berlin University,Berlin,Germany
1933,498,Sir Norman,Angell,peace,1,"""for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace""",male,1872-12-26,United Kingdom,Holbeach,07/10/1967,United Kingdom,Croydon,GB,GB,,,
1933,325,Thomas H.,Morgan,medicine,1,"""for his discoveries concerning the role played by the chromosome in heredity""",male,1866-09-25,USA,Lexington KY,04/12/1945,USA,Pasadena CA,US,US,California Institute of Technology (Caltech),Pasadena CA,USA
1933,606,Ivan,Bunin,literature,1,"""for the strict artistry with which he has carried on the classical Russian traditions in prose writing""",male,1870-10-22,Russia,Voronezh,08/11/1953,France,Paris,RU,FR,,,
1934,326,George H.,Whipple,medicine,3,"""for their discoveries concerning liver therapy in cases of anaemia""",male,1878-08-28,USA,Ashland NH,01/02/1976,USA,Rochester NY,US,US,University of Rochester,Rochester NY,USA
1934,192,Harold C.,Urey,chemistry,1,"""for his discovery of heavy hydrogen""",male,1893-04-29,USA,Walkerton IN,05/01/1981,USA,La Jolla CA,US,US,Columbia University,New York NY,USA
1934,607,Luigi,Pirandello,literature,1,"""for his bold and ingenious revival of dramatic and scenic art""",male,1867-06-28,Italy,Agrigento Sicily,10/12/1936,Italy,Rome,IT,IT,,,
1934,327,George R.,Minot,medicine,3,"""for their discoveries concerning liver therapy in cases of anaemia""",male,1885-12-02,USA,Boston MA,25/02/1950,USA,Brookline MA,US,US,Harvard University,Cambridge MA,USA
1934,328,William P.,Murphy,medicine,3,"""for their discoveries concerning liver therapy in cases of anaemia""",male,1892-02-06,USA,Stoughton WI,09/10/1987,USA,Brookline MA,US,US,Harvard University,Cambridge MA,USA
1934,499,Arthur,Henderson,peace,1,"""for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34""",male,1863-09-13,Scotland,Glasgow,20/10/1935,United Kingdom,London,GB,GB,,,
1935,193,Frédéric,Joliot,chemistry,2,"""in recognition of their synthesis of new radioactive elements""",male,19/03/1900,France,Paris,14/08/1958,France,Paris,FR,FR,Institut du Radium,Paris,France
1935,194,Irène,Joliot-Curie,chemistry,2,"""in recognition of their synthesis of new radioactive elements""",female,1897-09-12,France,Paris,17/03/1956,France,Paris,FR,FR,Institut du Radium,Paris,France
1935,41,James,Chadwick,physics,1,"""for the discovery of the neutron""",male,1891-10-20,United Kingdom,Manchester,24/07/1974,United Kingdom,Cambridge,GB,GB,Liverpool University,Liverpool,United Kingdom
